Pretrain models save dir: ./pretrain_models_cifar10
Namespace(dataset='cifar10', data_dir='./data', imagenet_dir='', nclass=10, dseed=0, size=32, phase=-1, nclass_sub=-1, load_memory=True, net_type='convnet', norm_type='instance', depth=3, width=1.0, pretrain_epochs=60, batch_real=64, batch_size=64, lr=0.01, momentum=0.9, weight_decay=0.0005, seed=0, pretrain_amount=5, mixup='cut', beta=1.0, mix_p=0.5, rrc=True, dsa=True, dsa_strategy='color_crop_flip_scale_rotate', aug_type='color_crop_cutout', verbose=False, workers=8, ipc=-1, reproduce=True, gpu=1, bottleneck=True, data_name='cifar10', pretrain_dir='./pretrain_models_cifar10', niter=10000, nch=3, augment=False)
Start training 5 models for 60 epochs
<Pretraining  2-th model>...[Epoch 15] Train acc: 65.3 (loss: 1.117), Val acc: 79.8
<Pretraining  2-th model>...[Epoch 16] Train acc: 67.5 (loss: 1.073), Val acc: 80.4
<Pretraining  2-th model>...[Epoch 17] Train acc: 65.7 (loss: 1.110), Val acc: 79.8
<Pretraining  2-th model>...[Epoch 18] Train acc: 66.7 (loss: 1.083), Val acc: 79.4
<Pretraining  2-th model>...[Epoch 19] Train acc: 66.0 (loss: 1.097), Val acc: 79.9
<Pretraining  2-th model>...[Epoch 20] Train acc: 67.4 (loss: 1.076), Val acc: 79.2
<Pretraining  2-th model>...[Epoch 21] Train acc: 67.5 (loss: 1.067), Val acc: 81.2
<Pretraining  2-th model>...[Epoch 22] Train acc: 68.0 (loss: 1.049), Val acc: 79.7
<Pretraining  2-th model>...[Epoch 23] Train acc: 66.6 (loss: 1.078), Val acc: 81.3
<Pretraining  2-th model>...[Epoch 24] Train acc: 67.6 (loss: 1.060), Val acc: 80.9
<Pretraining  2-th model>...[Epoch 25] Train acc: 67.5 (loss: 1.057), Val acc: 80.2
<Pretraining  2-th model>...[Epoch 26] Train acc: 67.8 (loss: 1.067), Val acc: 82.0
<Pretraining  2-th model>...[Epoch 27] Train acc: 67.3 (loss: 1.065), Val acc: 81.2
<Pretraining  2-th model>...[Epoch 28] Train acc: 69.0 (loss: 1.024), Val acc: 81.8
<Pretraining  2-th model>...[Epoch 29] Train acc: 68.7 (loss: 1.010), Val acc: 81.0
<Pretraining  2-th model>...[Epoch 30] Train acc: 68.5 (loss: 1.031), Val acc: 81.7
<Pretraining  2-th model>...[Epoch 31] Train acc: 66.5 (loss: 1.096), Val acc: 82.6
<Pretraining  2-th model>...[Epoch 32] Train acc: 68.6 (loss: 1.036), Val acc: 83.1
<Pretraining  2-th model>...[Epoch 33] Train acc: 70.4 (loss: 0.999), Val acc: 82.4
<Pretraining  2-th model>...[Epoch 34] Train acc: 70.0 (loss: 0.999), Val acc: 82.6
<Pretraining  2-th model>...[Epoch 35] Train acc: 69.3 (loss: 1.006), Val acc: 81.5
<Pretraining  2-th model>...[Epoch 36] Train acc: 70.1 (loss: 0.987), Val acc: 81.5
<Pretraining  2-th model>...[Epoch 37] Train acc: 70.1 (loss: 0.984), Val acc: 81.6
<Pretraining  2-th model>...[Epoch 38] Train acc: 69.6 (loss: 0.994), Val acc: 82.6
<Pretraining  2-th model>...[Epoch 39] Train acc: 70.3 (loss: 1.007), Val acc: 83.1
<Pretraining  2-th model>...[Epoch 40] Train acc: 72.2 (loss: 0.942), Val acc: 85.4
<Pretraining  2-th model>...[Epoch 41] Train acc: 74.2 (loss: 0.899), Val acc: 85.4
<Pretraining  2-th model>...[Epoch 42] Train acc: 74.9 (loss: 0.879), Val acc: 85.6
<Pretraining  2-th model>...[Epoch 43] Train acc: 73.2 (loss: 0.913), Val acc: 86.1
<Pretraining  2-th model>...[Epoch 44] Train acc: 74.5 (loss: 0.883), Val acc: 85.9
<Pretraining  2-th model>...[Epoch 45] Train acc: 74.1 (loss: 0.909), Val acc: 86.0
<Pretraining  2-th model>...[Epoch 46] Train acc: 74.6 (loss: 0.878), Val acc: 85.8
<Pretraining  2-th model>...[Epoch 47] Train acc: 73.9 (loss: 0.897), Val acc: 86.1
<Pretraining  2-th model>...[Epoch 48] Train acc: 75.5 (loss: 0.865), Val acc: 86.1
<Pretraining  2-th model>...[Epoch 49] Train acc: 74.7 (loss: 0.877), Val acc: 85.8
<Pretraining  2-th model>...[Epoch 50] Train acc: 75.2 (loss: 0.877), Val acc: 86.6
<Pretraining  2-th model>...[Epoch 51] Train acc: 77.1 (loss: 0.812), Val acc: 86.6
<Pretraining  2-th model>...[Epoch 52] Train acc: 76.2 (loss: 0.841), Val acc: 86.5
<Pretraining  2-th model>...[Epoch 53] Train acc: 75.6 (loss: 0.851), Val acc: 86.7
<Pretraining  2-th model>...[Epoch 54] Train acc: 75.6 (loss: 0.883), Val acc: 86.6
<Pretraining  2-th model>...[Epoch 55] Train acc: 76.1 (loss: 0.850), Val acc: 86.4
<Pretraining  2-th model>...[Epoch 56] Train acc: 76.1 (loss: 0.849), Val acc: 86.8
<Pretraining  2-th model>...[Epoch 57] Train acc: 75.9 (loss: 0.851), Val acc: 86.8
<Pretraining  2-th model>...[Epoch 58] Train acc: 75.6 (loss: 0.871), Val acc: 86.8
<Pretraining  2-th model>...[Epoch 59] Train acc: 76.4 (loss: 0.833), Val acc: 86.9
<Pretraining  3-th model>...[Epoch  0] Train acc: 35.6 (loss: 1.851), Val acc: 56.5
<Pretraining  3-th model>...[Epoch  1] Train acc: 47.3 (loss: 1.547), Val acc: 63.5
<Pretraining  3-th model>...[Epoch  2] Train acc: 51.2 (loss: 1.455), Val acc: 67.6
<Pretraining  3-th model>...[Epoch  3] Train acc: 55.8 (loss: 1.345), Val acc: 72.8
<Pretraining  3-th model>...[Epoch  4] Train acc: 57.5 (loss: 1.304), Val acc: 70.5
<Pretraining  3-th model>...[Epoch  5] Train acc: 59.0 (loss: 1.271), Val acc: 74.3
<Pretraining  3-th model>...[Epoch  6] Train acc: 60.4 (loss: 1.240), Val acc: 75.1
<Pretraining  3-th model>...[Epoch  7] Train acc: 63.0 (loss: 1.171), Val acc: 76.7
<Pretraining  3-th model>...[Epoch  8] Train acc: 60.6 (loss: 1.221), Val acc: 76.6
<Pretraining  3-th model>...[Epoch  9] Train acc: 62.5 (loss: 1.190), Val acc: 78.4
<Pretraining  3-th model>...[Epoch 10] Train acc: 63.7 (loss: 1.160), Val acc: 78.0
<Pretraining  3-th model>...[Epoch 11] Train acc: 63.5 (loss: 1.163), Val acc: 78.8
<Pretraining  3-th model>...[Epoch 12] Train acc: 64.7 (loss: 1.130), Val acc: 77.6
<Pretraining  3-th model>...[Epoch 13] Train acc: 65.3 (loss: 1.117), Val acc: 79.6
<Pretraining  3-th model>...[Epoch 14] Train acc: 66.0 (loss: 1.108), Val acc: 79.8
<Pretraining  3-th model>...[Epoch 15] Train acc: 64.9 (loss: 1.120), Val acc: 79.0
<Pretraining  3-th model>...[Epoch 16] Train acc: 65.4 (loss: 1.092), Val acc: 80.4
<Pretraining  3-th model>...[Epoch 17] Train acc: 65.6 (loss: 1.105), Val acc: 81.2
<Pretraining  3-th model>...[Epoch 18] Train acc: 66.7 (loss: 1.084), Val acc: 80.2
<Pretraining  3-th model>...[Epoch 19] Train acc: 66.4 (loss: 1.100), Val acc: 80.0
<Pretraining  3-th model>...[Epoch 20] Train acc: 66.5 (loss: 1.070), Val acc: 81.5
<Pretraining  3-th model>...[Epoch 21] Train acc: 65.9 (loss: 1.088), Val acc: 80.4
<Pretraining  3-th model>...[Epoch 22] Train acc: 67.3 (loss: 1.073), Val acc: 81.5
<Pretraining  3-th model>...[Epoch 23] Train acc: 68.2 (loss: 1.045), Val acc: 79.9
<Pretraining  3-th model>...[Epoch 24] Train acc: 66.8 (loss: 1.076), Val acc: 80.6
<Pretraining  3-th model>...[Epoch 25] Train acc: 67.6 (loss: 1.057), Val acc: 80.8
<Pretraining  3-th model>...[Epoch 26] Train acc: 68.3 (loss: 1.044), Val acc: 81.4
<Pretraining  3-th model>...[Epoch 27] Train acc: 69.5 (loss: 1.040), Val acc: 81.5
<Pretraining  3-th model>...[Epoch 28] Train acc: 68.3 (loss: 1.040), Val acc: 82.1
<Pretraining  3-th model>...[Epoch 29] Train acc: 68.3 (loss: 1.034), Val acc: 80.6
<Pretraining  3-th model>...[Epoch 30] Train acc: 69.7 (loss: 1.019), Val acc: 83.1
<Pretraining  3-th model>...[Epoch 31] Train acc: 68.3 (loss: 1.044), Val acc: 82.6
<Pretraining  3-th model>...[Epoch 32] Train acc: 70.2 (loss: 0.993), Val acc: 81.1
<Pretraining  3-th model>...[Epoch 33] Train acc: 69.6 (loss: 1.002), Val acc: 81.6
<Pretraining  3-th model>...[Epoch 34] Train acc: 69.0 (loss: 1.039), Val acc: 82.5
<Pretraining  3-th model>...[Epoch 35] Train acc: 70.6 (loss: 1.000), Val acc: 82.7
<Pretraining  3-th model>...[Epoch 36] Train acc: 70.2 (loss: 0.988), Val acc: 82.8
<Pretraining  3-th model>...[Epoch 37] Train acc: 69.9 (loss: 1.002), Val acc: 83.1
<Pretraining  3-th model>...[Epoch 38] Train acc: 69.7 (loss: 1.005), Val acc: 82.7
<Pretraining  3-th model>...[Epoch 39] Train acc: 69.7 (loss: 1.008), Val acc: 81.6
<Pretraining  3-th model>...[Epoch 40] Train acc: 72.8 (loss: 0.922), Val acc: 84.9
<Pretraining  3-th model>...[Epoch 41] Train acc: 73.7 (loss: 0.904), Val acc: 84.8
<Pretraining  3-th model>...[Epoch 42] Train acc: 73.9 (loss: 0.906), Val acc: 85.2
<Pretraining  3-th model>...[Epoch 43] Train acc: 73.6 (loss: 0.905), Val acc: 84.8
<Pretraining  3-th model>...[Epoch 44] Train acc: 73.8 (loss: 0.903), Val acc: 85.0
<Pretraining  3-th model>...[Epoch 45] Train acc: 74.0 (loss: 0.886), Val acc: 85.8
<Pretraining  3-th model>...[Epoch 46] Train acc: 75.0 (loss: 0.869), Val acc: 85.4
<Pretraining  3-th model>...[Epoch 47] Train acc: 73.7 (loss: 0.897), Val acc: 85.6
<Pretraining  3-th model>...[Epoch 48] Train acc: 76.2 (loss: 0.862), Val acc: 85.9
<Pretraining  3-th model>...[Epoch 49] Train acc: 75.3 (loss: 0.891), Val acc: 85.6
<Pretraining  3-th model>...[Epoch 50] Train acc: 74.8 (loss: 0.859), Val acc: 86.1
<Pretraining  3-th model>...[Epoch 51] Train acc: 74.9 (loss: 0.860), Val acc: 85.9
